date	country	Total	new_cases
2020-03-01	San Marino	1	0
2020-03-02	San Marino	8	7
2020-03-03	San Marino	10	2
2020-03-04	San Marino	16	6
2020-03-05	San Marino	21	5
2020-03-06	San Marino	21	0
2020-03-07	San Marino	23	2
2020-03-08	San Marino	36	13
2020-03-09	San Marino	36	0
2020-03-10	San Marino	51	15
2020-03-11	San Marino	62	11
2020-03-12	San Marino	69	7
2020-03-13	San Marino	80	11
2020-03-14	San Marino	80	0
2020-03-15	San Marino	101	21
2020-03-16	San Marino	109	8
2020-03-17	San Marino	109	0
2020-03-18	San Marino	119	10
2020-03-19	San Marino	119	0
2020-03-20	San Marino	144	25
2020-03-21	San Marino	144	0
2020-03-22	San Marino	175	31
2020-03-23	San Marino	187	12
2020-03-24	San Marino	187	0
2020-03-25	San Marino	208	21
2020-03-26	San Marino	208	0
2020-03-27	San Marino	223	15
2020-03-28	San Marino	224	1
2020-03-29	San Marino	224	0
2020-03-30	San Marino	230	6
2020-03-31	San Marino	236	6
2020-04-01	San Marino	236	0
2020-04-02	San Marino	245	9
2020-04-03	San Marino	245	0
2020-04-04	San Marino	259	14
2020-04-05	San Marino	266	7
2020-04-06	San Marino	266	0
2020-04-07	San Marino	279	13
2020-04-08	San Marino	279	0
2020-04-09	San Marino	333	54
2020-04-10	San Marino	344	11
2020-04-11	San Marino	356	12
2020-04-12	San Marino	356	0
2020-04-13	San Marino	356	0
2020-04-14	San Marino	371	15
2020-04-15	San Marino	372	1
2020-04-16	San Marino	426	54
2020-04-17	San Marino	435	9
2020-04-18	San Marino	455	20
2020-04-19	San Marino	461	6
2020-04-20	San Marino	462	1
2020-04-21	San Marino	476	14
2020-04-22	San Marino	488	12
2020-04-23	San Marino	501	13
2020-04-24	San Marino	513	12
2020-04-25	San Marino	513	0
2020-04-26	San Marino	538	25
2020-04-27	San Marino	538	0
2020-04-28	San Marino	553	15
2020-04-29	San Marino	563	10
2020-04-30	San Marino	569	6
2020-05-01	San Marino	580	11
2020-05-02	San Marino	580	0
2020-05-03	San Marino	582	2
2020-05-04	San Marino	582	0
2020-05-05	San Marino	589	7
2020-05-06	San Marino	608	19
2020-05-07	San Marino	622	14
2020-05-08	San Marino	623	1
2020-05-09	San Marino	637	14
2020-05-10	San Marino	628	-9
2020-05-11	San Marino	628	0
2020-05-12	San Marino	638	10
2020-05-13	San Marino	643	5
2020-05-14	San Marino	648	5
2020-05-15	San Marino	652	4
2020-05-16	San Marino	653	1
2020-05-17	San Marino	654	1
2020-05-18	San Marino	654	0
2020-05-19	San Marino	655	1
2020-01-22	Sao Tome and Principe	0	0
2020-01-23	Sao Tome and Principe	0	0
2020-01-24	Sao Tome and Principe	0	0
2020-01-25	Sao Tome and Principe	0	0
2020-01-26	Sao Tome and Principe	0	0
2020-01-27	Sao Tome and Principe	0	0
2020-01-28	Sao Tome and Principe	0	0
2020-01-29	Sao Tome and Principe	0	0
2020-01-30	Sao Tome and Principe	0	0
2020-01-31	Sao Tome and Principe	0	0
2020-02-01	Sao Tome and Principe	0	0
2020-02-02	Sao Tome and Principe	0	0
2020-02-03	Sao Tome and Principe	0	0
2020-02-04	Sao Tome and Principe	0	0
2020-02-05	Sao Tome and Principe	0	0
2020-02-06	Sao Tome and Principe	0	0
2020-02-07	Sao Tome and Principe	0	0
2020-02-08	Sao Tome and Principe	0	0
2020-02-09	Sao Tome and Principe	0	0
2020-02-10	Sao Tome and Principe	0	0
2020-02-11	Sao Tome and Principe	0	0
2020-02-12	Sao Tome and Principe	0	0
2020-02-13	Sao Tome and Principe	0	0
2020-02-14	Sao Tome and Principe	0	0
2020-02-15	Sao Tome and Principe	0	0
2020-02-16	Sao Tome and Principe	0	0
2020-02-17	Sao Tome and Principe	0	0
2020-02-18	Sao Tome and Principe	0	0
2020-02-19	Sao Tome and Principe	0	0
2020-02-20	Sao Tome and Principe	0	0
2020-02-21	Sao Tome and Principe	0	0
2020-02-22	Sao Tome and Principe	0	0
2020-02-23	Sao Tome and Principe	0	0
2020-02-24	Sao Tome and Principe	0	0
2020-02-25	Sao Tome and Principe	0	0
2020-02-26	Sao Tome and Principe	0	0
2020-02-27	Sao Tome and Principe	0	0
2020-02-28	Sao Tome and Principe	0	0
2020-02-29	Sao Tome and Principe	0	0
2020-03-01	Sao Tome and Principe	0	0
2020-03-02	Sao Tome and Principe	0	0
2020-03-03	Sao Tome and Principe	0	0
2020-03-04	Sao Tome and Principe	0	0
2020-03-05	Sao Tome and Principe	0	0
2020-03-06	Sao Tome and Principe	0	0
2020-03-07	Sao Tome and Principe	0	0
2020-03-08	Sao Tome and Principe	0	0
2020-03-09	Sao Tome and Principe	0	0
2020-03-10	Sao Tome and Principe	0	0
2020-03-11	Sao Tome and Principe	0	0
2020-03-12	Sao Tome and Principe	0	0
2020-03-13	Sao Tome and Principe	0	0
2020-03-14	Sao Tome and Principe	0	0
2020-03-15	Sao Tome and Principe	0	0
2020-03-16	Sao Tome and Principe	0	0
2020-03-17	Sao Tome and Principe	0	0
2020-03-18	Sao Tome and Principe	0	0
2020-03-19	Sao Tome and Principe	0	0
2020-03-20	Sao Tome and Principe	0	0
2020-03-21	Sao Tome and Principe	0	0
2020-03-22	Sao Tome and Principe	0	0
2020-03-23	Sao Tome and Principe	0	0
2020-03-24	Sao Tome and Principe	0	0
2020-03-25	Sao Tome and Principe	0	0
2020-03-26	Sao Tome and Principe	0	0
2020-03-27	Sao Tome and Principe	0	0
2020-03-28	Sao Tome and Principe	0	0
2020-03-29	Sao Tome and Principe	0	0
2020-03-30	Sao Tome and Principe	0	0
2020-03-31	Sao Tome and Principe	0	0
2020-04-01	Sao Tome and Principe	0	0
2020-04-02	Sao Tome and Principe	0	0
2020-04-03	Sao Tome and Principe	0	0
2020-04-04	Sao Tome and Principe	0	0
2020-04-05	Sao Tome and Principe	0	0
2020-04-06	Sao Tome and Principe	4	4
2020-04-07	Sao Tome and Principe	4	0
2020-04-08	Sao Tome and Principe	4	0
2020-04-09	Sao Tome and Principe	4	0
2020-04-10	Sao Tome and Principe	4	0
2020-04-11	Sao Tome and Principe	4	0
2020-04-12	Sao Tome and Principe	4	0
2020-04-13	Sao Tome and Principe	4	0
2020-04-14	Sao Tome and Principe	4	0
2020-04-15	Sao Tome and Principe	4	0
2020-04-16	Sao Tome and Principe	4	0
2020-04-17	Sao Tome and Principe	4	0
2020-04-18	Sao Tome and Principe	4	0
2020-04-19	Sao Tome and Principe	4	0
2020-04-20	Sao Tome and Principe	4	0
2020-04-21	Sao Tome and Principe	4	0
2020-04-22	Sao Tome and Principe	4	0
2020-04-23	Sao Tome and Principe	4	0
2020-04-24	Sao Tome and Principe	4	0
2020-04-25	Sao Tome and Principe	4	0
2020-04-26	Sao Tome and Principe	4	0
2020-04-27	Sao Tome and Principe	4	0
2020-04-28	Sao Tome and Principe	8	4
2020-04-29	Sao Tome and Principe	8	0
2020-04-30	Sao Tome and Principe	14	6
2020-05-01	Sao Tome and Principe	16	2
2020-05-02	Sao Tome and Principe	16	0
2020-05-03	Sao Tome and Principe	16	0
2020-05-04	Sao Tome and Principe	23	7
2020-05-05	Sao Tome and Principe	174	151
2020-05-06	Sao Tome and Principe	174	0
2020-05-07	Sao Tome and Principe	187	13
2020-05-08	Sao Tome and Principe	208	21
2020-05-09	Sao Tome and Principe	208	0
2020-05-10	Sao Tome and Principe	208	0
2020-05-11	Sao Tome and Principe	208	0
2020-05-12	Sao Tome and Principe	208	0
2020-05-13	Sao Tome and Principe	220	12
2020-05-14	Sao Tome and Principe	235	15
2020-05-15	Sao Tome and Principe	235	0
2020-05-16	Sao Tome and Principe	235	0
2020-05-17	Sao Tome and Principe	235	0
2020-05-18	Sao Tome and Principe	246	11
2020-05-19	Sao Tome and Principe	251	5
2020-01-22	Saudi Arabia	0	0
2020-01-23	Saudi Arabia	0	0
2020-01-24	Saudi Arabia	0	0
2020-01-25	Saudi Arabia	0	0
2020-01-26	Saudi Arabia	0	0
2020-01-27	Saudi Arabia	0	0
2020-01-28	Saudi Arabia	0	0
2020-01-29	Saudi Arabia	0	0
2020-01-30	Saudi Arabia	0	0
2020-01-31	Saudi Arabia	0	0
2020-02-01	Saudi Arabia	0	0
2020-02-02	Saudi Arabia	0	0
2020-02-03	Saudi Arabia	0	0
2020-02-04	Saudi Arabia	0	0
2020-02-05	Saudi Arabia	0	0
2020-02-06	Saudi Arabia	0	0
2020-02-07	Saudi Arabia	0	0
2020-02-08	Saudi Arabia	0	0
2020-02-09	Saudi Arabia	0	0
2020-02-10	Saudi Arabia	0	0
2020-02-11	Saudi Arabia	0	0
2020-02-12	Saudi Arabia	0	0
2020-02-13	Saudi Arabia	0	0
2020-02-14	Saudi Arabia	0	0
2020-02-15	Saudi Arabia	0	0
2020-02-16	Saudi Arabia	0	0
2020-02-17	Saudi Arabia	0	0
2020-02-18	Saudi Arabia	0	0
2020-02-19	Saudi Arabia	0	0
2020-02-20	Saudi Arabia	0	0
2020-02-21	Saudi Arabia	0	0
2020-02-22	Saudi Arabia	0	0
2020-02-23	Saudi Arabia	0	0
2020-02-24	Saudi Arabia	0	0
2020-02-25	Saudi Arabia	0	0
2020-02-26	Saudi Arabia	0	0
2020-02-27	Saudi Arabia	0	0
2020-02-28	Saudi Arabia	0	0
2020-02-29	Saudi Arabia	0	0
2020-03-01	Saudi Arabia	0	0
2020-03-02	Saudi Arabia	1	1
2020-03-03	Saudi Arabia	1	0
2020-03-04	Saudi Arabia	1	0
2020-03-05	Saudi Arabia	5	4
2020-03-06	Saudi Arabia	5	0
2020-03-07	Saudi Arabia	5	0
2020-03-08	Saudi Arabia	11	6
2020-03-09	Saudi Arabia	15	4
2020-03-10	Saudi Arabia	20	5
2020-03-11	Saudi Arabia	21	1
2020-03-12	Saudi Arabia	45	24
2020-03-13	Saudi Arabia	86	41
2020-03-14	Saudi Arabia	103	17
2020-03-15	Saudi Arabia	103	0
2020-03-16	Saudi Arabia	118	15
2020-03-17	Saudi Arabia	171	53
2020-03-18	Saudi Arabia	171	0
2020-03-19	Saudi Arabia	274	103
2020-03-20	Saudi Arabia	344	70
2020-03-21	Saudi Arabia	392	48
2020-03-22	Saudi Arabia	511	119
2020-03-23	Saudi Arabia	562	51
2020-03-24	Saudi Arabia	767	205
2020-03-25	Saudi Arabia	900	133
2020-03-26	Saudi Arabia	1012	112
2020-03-27	Saudi Arabia	1104	92
2020-03-28	Saudi Arabia	1203	99
2020-03-29	Saudi Arabia	1299	96
2020-03-30	Saudi Arabia	1453	154
2020-03-31	Saudi Arabia	1563	110
2020-04-01	Saudi Arabia	1720	157
2020-04-02	Saudi Arabia	1885	165
2020-04-03	Saudi Arabia	2039	154
2020-04-04	Saudi Arabia	2179	140
2020-04-05	Saudi Arabia	2402	223
2020-04-06	Saudi Arabia	2605	203
2020-04-07	Saudi Arabia	2795	190
2020-04-08	Saudi Arabia	2932	137
2020-04-09	Saudi Arabia	3287	355
2020-04-10	Saudi Arabia	3651	364
2020-04-11	Saudi Arabia	4033	382
2020-04-12	Saudi Arabia	4462	429
2020-04-13	Saudi Arabia	4934	472
2020-04-14	Saudi Arabia	5369	435
2020-04-15	Saudi Arabia	5862	493
2020-04-16	Saudi Arabia	6380	518
2020-04-17	Saudi Arabia	7142	762
2020-04-18	Saudi Arabia	8274	1132
2020-04-19	Saudi Arabia	9362	1088
2020-04-20	Saudi Arabia	10484	1122
2020-04-21	Saudi Arabia	11631	1147
2020-04-22	Saudi Arabia	12772	1141
2020-04-23	Saudi Arabia	13930	1158
2020-04-24	Saudi Arabia	15102	1172
2020-04-25	Saudi Arabia	16299	1197
2020-04-26	Saudi Arabia	17522	1223
2020-04-27	Saudi Arabia	18811	1289
2020-04-28	Saudi Arabia	20077	1266
2020-04-29	Saudi Arabia	21402	1325
2020-04-30	Saudi Arabia	22753	1351
2020-05-01	Saudi Arabia	24097	1344
2020-05-02	Saudi Arabia	25459	1362
2020-05-03	Saudi Arabia	27011	1552
2020-05-04	Saudi Arabia	28656	1645
2020-05-05	Saudi Arabia	30251	1595
2020-05-06	Saudi Arabia	31938	1687
2020-05-07	Saudi Arabia	33731	1793
2020-05-08	Saudi Arabia	35432	1701
2020-05-09	Saudi Arabia	37136	1704
2020-05-10	Saudi Arabia	39048	1912
2020-05-11	Saudi Arabia	41014	1966
2020-05-12	Saudi Arabia	42925	1911
2020-05-13	Saudi Arabia	44830	1905
2020-05-14	Saudi Arabia	46869	2039
2020-05-15	Saudi Arabia	49176	2307
2020-05-16	Saudi Arabia	52016	2840
2020-05-17	Saudi Arabia	54752	2736
2020-05-18	Saudi Arabia	57345	2593
2020-05-19	Saudi Arabia	59854	2509
2020-01-22	Senegal	0	0
2020-01-23	Senegal	0	0
2020-01-24	Senegal	0	0
2020-01-25	Senegal	0	0
2020-01-26	Senegal	0	0
2020-01-27	Senegal	0	0
2020-01-28	Senegal	0	0
2020-01-29	Senegal	0	0
2020-01-30	Senegal	0	0
2020-01-31	Senegal	0	0
2020-02-01	Senegal	0	0
2020-02-02	Senegal	0	0
2020-02-03	Senegal	0	0
2020-02-04	Senegal	0	0
2020-02-05	Senegal	0	0
2020-02-06	Senegal	0	0
2020-02-07	Senegal	0	0
2020-02-08	Senegal	0	0
2020-02-09	Senegal	0	0
2020-02-10	Senegal	0	0
2020-02-11	Senegal	0	0
2020-02-12	Senegal	0	0
2020-02-13	Senegal	0	0
2020-02-14	Senegal	0	0
2020-02-15	Senegal	0	0
2020-02-16	Senegal	0	0
2020-02-17	Senegal	0	0
2020-02-18	Senegal	0	0
2020-02-19	Senegal	0	0
2020-02-20	Senegal	0	0
2020-02-21	Senegal	0	0
2020-02-22	Senegal	0	0
2020-02-23	Senegal	0	0
2020-02-24	Senegal	0	0
2020-02-25	Senegal	0	0
2020-02-26	Senegal	0	0
2020-02-27	Senegal	0	0
2020-02-28	Senegal	0	0
2020-02-29	Senegal	0	0
2020-03-01	Senegal	0	0
2020-03-02	Senegal	1	1
2020-03-03	Senegal	2	1
2020-03-04	Senegal	4	2
2020-03-05	Senegal	4	0
2020-03-06	Senegal	4	0
2020-03-07	Senegal	4	0
2020-03-08	Senegal	4	0
2020-03-09	Senegal	4	0
2020-03-10	Senegal	4	0
2020-03-11	Senegal	4	0
2020-03-12	Senegal	4	0
2020-03-13	Senegal	10	6
2020-03-14	Senegal	10	0
2020-03-15	Senegal	24	14
2020-03-16	Senegal	24	0
2020-03-17	Senegal	26	2
2020-03-18	Senegal	31	5
2020-03-19	Senegal	31	0
2020-03-20	Senegal	38	7
2020-03-21	Senegal	47	9
2020-03-22	Senegal	67	20
2020-03-23	Senegal	79	12
2020-03-24	Senegal	86	7
2020-03-25	Senegal	99	13
2020-03-26	Senegal	105	6
2020-03-27	Senegal	119	14
2020-03-28	Senegal	130	11
2020-03-29	Senegal	142	12
2020-03-30	Senegal	162	20
2020-03-31	Senegal	175	13
2020-04-01	Senegal	190	15
2020-04-02	Senegal	195	5
2020-04-03	Senegal	207	12
2020-04-04	Senegal	219	12
2020-04-05	Senegal	222	3
2020-04-06	Senegal	226	4
2020-04-07	Senegal	237	11
2020-04-08	Senegal	244	7
2020-04-09	Senegal	250	6
2020-04-10	Senegal	265	15
2020-04-11	Senegal	278	13
2020-04-12	Senegal	280	2
2020-04-13	Senegal	291	11
2020-04-14	Senegal	299	8
2020-04-15	Senegal	314	15
2020-04-16	Senegal	335	21
2020-04-17	Senegal	342	7
2020-04-18	Senegal	350	8
2020-04-19	Senegal	367	17
2020-04-20	Senegal	377	10
2020-04-21	Senegal	412	35
2020-04-22	Senegal	442	30
2020-04-23	Senegal	479	37
2020-04-24	Senegal	545	66
2020-04-25	Senegal	614	69
2020-04-26	Senegal	671	57
2020-04-27	Senegal	736	65
2020-04-28	Senegal	823	87
2020-04-29	Senegal	882	59
2020-04-30	Senegal	933	51
2020-05-01	Senegal	1024	91
2020-05-02	Senegal	1115	91
2020-05-03	Senegal	1182	67
2020-05-04	Senegal	1271	89
2020-05-05	Senegal	1329	58
2020-05-06	Senegal	1433	104
2020-05-07	Senegal	1492	59
2020-05-08	Senegal	1551	59
2020-05-09	Senegal	1634	83
2020-05-10	Senegal	1709	75
2020-05-11	Senegal	1886	177
2020-05-12	Senegal	1995	109
2020-05-13	Senegal	2105	110
2020-05-14	Senegal	2189	84
2020-05-15	Senegal	2310	121
2020-05-16	Senegal	2429	119
2020-05-17	Senegal	2480	51
2020-05-18	Senegal	2544	64
2020-05-19	Senegal	2617	73
2020-01-22	Serbia	0	0
2020-01-23	Serbia	0	0
2020-01-24	Serbia	0	0
2020-01-25	Serbia	0	0
2020-01-26	Serbia	0	0
2020-01-27	Serbia	0	0
2020-01-28	Serbia	0	0
2020-01-29	Serbia	0	0
2020-01-30	Serbia	0	0
2020-01-31	Serbia	0	0
2020-02-01	Serbia	0	0
2020-02-02	Serbia	0	0
2020-02-03	Serbia	0	0
2020-02-04	Serbia	0	0
2020-02-05	Serbia	0	0
2020-02-06	Serbia	0	0
2020-02-07	Serbia	0	0
2020-02-08	Serbia	0	0
2020-02-09	Serbia	0	0
2020-02-10	Serbia	0	0
2020-02-11	Serbia	0	0
2020-02-12	Serbia	0	0
2020-02-13	Serbia	0	0
2020-02-14	Serbia	0	0
2020-02-15	Serbia	0	0
2020-02-16	Serbia	0	0
2020-02-17	Serbia	0	0
2020-02-18	Serbia	0	0
2020-02-19	Serbia	0	0
2020-02-20	Serbia	0	0
2020-02-21	Serbia	0	0
2020-02-22	Serbia	0	0
2020-02-23	Serbia	0	0
2020-02-24	Serbia	0	0
2020-02-25	Serbia	0	0
2020-02-26	Serbia	0	0
2020-02-27	Serbia	0	0
2020-02-28	Serbia	0	0
2020-02-29	Serbia	0	0
2020-03-01	Serbia	0	0
2020-03-02	Serbia	0	0
2020-03-03	Serbia	0	0
2020-03-04	Serbia	0	0
2020-03-05	Serbia	0	0
2020-03-06	Serbia	1	1
2020-03-07	Serbia	1	0
2020-03-08	Serbia	1	0
2020-03-09	Serbia	1	0
2020-03-10	Serbia	5	4
2020-03-11	Serbia	12	7
2020-03-12	Serbia	19	7
2020-03-13	Serbia	35	16
2020-03-14	Serbia	46	11
2020-03-15	Serbia	48	2
2020-03-16	Serbia	55	7
2020-03-17	Serbia	65	10
2020-03-18	Serbia	83	18
2020-03-19	Serbia	103	20
2020-03-20	Serbia	135	32
2020-03-21	Serbia	171	36
2020-03-22	Serbia	222	51
2020-03-23	Serbia	249	27
2020-03-24	Serbia	303	54
2020-03-25	Serbia	384	81
2020-03-26	Serbia	384	0
2020-03-27	Serbia	457	73
2020-03-28	Serbia	659	202
2020-03-29	Serbia	741	82
2020-03-30	Serbia	785	44
2020-03-31	Serbia	900	115
2020-04-01	Serbia	1060	160
2020-04-02	Serbia	1171	111
2020-04-03	Serbia	1476	305
2020-04-04	Serbia	1624	148
2020-04-05	Serbia	1908	284
2020-04-06	Serbia	2200	292
2020-04-07	Serbia	2447	247
2020-04-08	Serbia	2666	219
2020-04-09	Serbia	2867	201
2020-04-10	Serbia	3105	238
2020-04-11	Serbia	3380	275
2020-04-12	Serbia	3630	250
2020-04-13	Serbia	4054	424
2020-04-14	Serbia	4465	411
2020-04-15	Serbia	4873	408
2020-04-16	Serbia	5318	445
2020-04-17	Serbia	5690	372
2020-04-18	Serbia	5994	304
2020-04-19	Serbia	6318	324
2020-04-20	Serbia	6630	312
2020-04-21	Serbia	6890	260
2020-04-22	Serbia	7144	254
2020-04-23	Serbia	7276	132
2020-04-24	Serbia	7483	207
2020-04-25	Serbia	7779	296
2020-04-26	Serbia	8042	263
2020-04-27	Serbia	8275	233
2020-04-28	Serbia	8497	222
2020-04-29	Serbia	8724	227
2020-04-30	Serbia	9009	285
2020-05-01	Serbia	9009	0
2020-05-02	Serbia	9362	353
2020-05-03	Serbia	9464	102
2020-05-04	Serbia	9557	93
2020-05-05	Serbia	9677	120
2020-05-06	Serbia	9791	114
2020-05-07	Serbia	9848	57
2020-05-08	Serbia	9943	95
2020-05-09	Serbia	10032	89
2020-05-10	Serbia	10032	0
2020-05-11	Serbia	10176	144
2020-05-12	Serbia	10243	67
2020-05-13	Serbia	10295	52
2020-05-14	Serbia	10374	79
2020-05-15	Serbia	10438	64
2020-05-16	Serbia	10496	58
2020-05-17	Serbia	10610	114
2020-05-18	Serbia	10699	89
2020-05-19	Serbia	10733	34
2020-01-22	Seychelles	0	0
2020-01-23	Seychelles	0	0
2020-01-24	Seychelles	0	0
2020-01-25	Seychelles	0	0
2020-01-26	Seychelles	0	0
2020-01-27	Seychelles	0	0
2020-01-28	Seychelles	0	0
2020-01-29	Seychelles	0	0
2020-01-30	Seychelles	0	0
2020-01-31	Seychelles	0	0
2020-02-01	Seychelles	0	0
2020-02-02	Seychelles	0	0
2020-02-03	Seychelles	0	0
2020-02-04	Seychelles	0	0
2020-02-05	Seychelles	0	0
2020-02-06	Seychelles	0	0
2020-02-07	Seychelles	0	0
2020-02-08	Seychelles	0	0
2020-02-09	Seychelles	0	0
2020-02-10	Seychelles	0	0
2020-02-11	Seychelles	0	0
2020-02-12	Seychelles	0	0
2020-02-13	Seychelles	0	0
2020-02-14	Seychelles	0	0
2020-02-15	Seychelles	0	0
2020-02-16	Seychelles	0	0
2020-02-17	Seychelles	0	0
2020-02-18	Seychelles	0	0
2020-02-19	Seychelles	0	0
2020-02-20	Seychelles	0	0
2020-02-21	Seychelles	0	0
2020-02-22	Seychelles	0	0
2020-02-23	Seychelles	0	0
2020-02-24	Seychelles	0	0
2020-02-25	Seychelles	0	0
2020-02-26	Seychelles	0	0
2020-02-27	Seychelles	0	0
2020-02-28	Seychelles	0	0
2020-02-29	Seychelles	0	0
2020-03-01	Seychelles	0	0
2020-03-02	Seychelles	0	0
2020-03-03	Seychelles	0	0
2020-03-04	Seychelles	0	0
2020-03-05	Seychelles	0	0
2020-03-06	Seychelles	0	0
2020-03-07	Seychelles	0	0
2020-03-08	Seychelles	0	0
2020-03-09	Seychelles	0	0
2020-03-10	Seychelles	0	0
2020-03-11	Seychelles	0	0
2020-03-12	Seychelles	0	0
2020-03-13	Seychelles	0	0
2020-03-14	Seychelles	2	2
2020-03-15	Seychelles	2	0
2020-03-16	Seychelles	3	1
2020-03-17	Seychelles	4	1
2020-03-18	Seychelles	4	0
2020-03-19	Seychelles	6	2
2020-03-20	Seychelles	7	1
2020-03-21	Seychelles	7	0
2020-03-22	Seychelles	7	0
2020-03-23	Seychelles	7	0
2020-03-24	Seychelles	7	0
2020-03-25	Seychelles	7	0
2020-03-26	Seychelles	7	0
2020-03-27	Seychelles	7	0
2020-03-28	Seychelles	8	1
2020-03-29	Seychelles	8	0
2020-03-30	Seychelles	8	0
2020-03-31	Seychelles	10	2
2020-04-01	Seychelles	10	0
2020-04-02	Seychelles	10	0
2020-04-03	Seychelles	10	0
2020-04-04	Seychelles	10	0
2020-04-05	Seychelles	10	0
2020-04-06	Seychelles	11	1
2020-04-07	Seychelles	11	0
2020-04-08	Seychelles	11	0
2020-04-09	Seychelles	11	0
2020-04-10	Seychelles	11	0
2020-04-11	Seychelles	11	0
2020-04-12	Seychelles	11	0
2020-04-13	Seychelles	11	0
2020-04-14	Seychelles	11	0
2020-04-15	Seychelles	11	0
2020-04-16	Seychelles	11	0
2020-04-17	Seychelles	11	0
2020-04-18	Seychelles	11	0
2020-04-19	Seychelles	11	0
2020-04-20	Seychelles	11	0
2020-04-21	Seychelles	11	0
2020-04-22	Seychelles	11	0
2020-04-23	Seychelles	11	0
2020-04-24	Seychelles	11	0
2020-04-25	Seychelles	11	0
2020-04-26	Seychelles	11	0
2020-04-27	Seychelles	11	0
2020-04-28	Seychelles	11	0
2020-04-29	Seychelles	11	0
2020-04-30	Seychelles	11	0
2020-05-01	Seychelles	11	0
2020-05-02	Seychelles	11	0
2020-05-03	Seychelles	11	0
2020-05-04	Seychelles	11	0
2020-05-05	Seychelles	11	0
2020-05-06	Seychelles	11	0
2020-05-07	Seychelles	11	0
2020-05-08	Seychelles	11	0
2020-05-09	Seychelles	11	0
2020-05-10	Seychelles	11	0
2020-05-11	Seychelles	11	0
2020-05-12	Seychelles	11	0
2020-05-13	Seychelles	11	0
2020-05-14	Seychelles	11	0
2020-05-15	Seychelles	11	0
2020-05-16	Seychelles	11	0
2020-05-17	Seychelles	11	0
2020-05-18	Seychelles	11	0
2020-05-19	Seychelles	11	0
2020-01-22	Sierra Leone	0	0
2020-01-23	Sierra Leone	0	0
2020-01-24	Sierra Leone	0	0
2020-01-25	Sierra Leone	0	0
2020-01-26	Sierra Leone	0	0
2020-01-27	Sierra Leone	0	0
2020-01-28	Sierra Leone	0	0
2020-01-29	Sierra Leone	0	0
2020-01-30	Sierra Leone	0	0
2020-01-31	Sierra Leone	0	0
2020-02-01	Sierra Leone	0	0
2020-02-02	Sierra Leone	0	0
2020-02-03	Sierra Leone	0	0
2020-02-04	Sierra Leone	0	0
2020-02-05	Sierra Leone	0	0
2020-02-06	Sierra Leone	0	0
2020-02-07	Sierra Leone	0	0
2020-02-08	Sierra Leone	0	0
2020-02-09	Sierra Leone	0	0
2020-02-10	Sierra Leone	0	0
2020-02-11	Sierra Leone	0	0
2020-02-12	Sierra Leone	0	0
2020-02-13	Sierra Leone	0	0
2020-02-14	Sierra Leone	0	0
2020-02-15	Sierra Leone	0	0
2020-02-16	Sierra Leone	0	0
2020-02-17	Sierra Leone	0	0
2020-02-18	Sierra Leone	0	0
2020-02-19	Sierra Leone	0	0
2020-02-20	Sierra Leone	0	0
2020-02-21	Sierra Leone	0	0
2020-02-22	Sierra Leone	0	0
2020-02-23	Sierra Leone	0	0
2020-02-24	Sierra Leone	0	0
2020-02-25	Sierra Leone	0	0
2020-02-26	Sierra Leone	0	0
2020-02-27	Sierra Leone	0	0
2020-02-28	Sierra Leone	0	0
2020-02-29	Sierra Leone	0	0
2020-03-01	Sierra Leone	0	0
2020-03-02	Sierra Leone	0	0
2020-03-03	Sierra Leone	0	0
2020-03-04	Sierra Leone	0	0
2020-03-05	Sierra Leone	0	0
2020-03-06	Sierra Leone	0	0
2020-03-07	Sierra Leone	0	0
2020-03-08	Sierra Leone	0	0
2020-03-09	Sierra Leone	0	0
2020-03-10	Sierra Leone	0	0
2020-03-11	Sierra Leone	0	0
2020-03-12	Sierra Leone	0	0
2020-03-13	Sierra Leone	0	0
2020-03-14	Sierra Leone	0	0
2020-03-15	Sierra Leone	0	0
2020-03-16	Sierra Leone	0	0
2020-03-17	Sierra Leone	0	0
2020-03-18	Sierra Leone	0	0
2020-03-19	Sierra Leone	0	0
2020-03-20	Sierra Leone	0	0
2020-03-21	Sierra Leone	0	0
2020-03-22	Sierra Leone	0	0
2020-03-23	Sierra Leone	0	0
2020-03-24	Sierra Leone	0	0
2020-03-25	Sierra Leone	0	0
2020-03-26	Sierra Leone	0	0
2020-03-27	Sierra Leone	0	0
2020-03-28	Sierra Leone	0	0
2020-03-29	Sierra Leone	0	0
2020-03-30	Sierra Leone	0	0
2020-03-31	Sierra Leone	1	1
2020-04-01	Sierra Leone	2	1
2020-04-02	Sierra Leone	2	0
2020-04-03	Sierra Leone	2	0
2020-04-04	Sierra Leone	4	2
2020-04-05	Sierra Leone	6	2
2020-04-06	Sierra Leone	6	0
2020-04-07	Sierra Leone	6	0
2020-04-08	Sierra Leone	7	1
2020-04-09	Sierra Leone	7	0
2020-04-10	Sierra Leone	8	1
2020-04-11	Sierra Leone	8	0
2020-04-12	Sierra Leone	10	2
2020-04-13	Sierra Leone	10	0
2020-04-14	Sierra Leone	11	1
2020-04-15	Sierra Leone	13	2
2020-04-16	Sierra Leone	15	2
2020-04-17	Sierra Leone	26	11
2020-04-18	Sierra Leone	30	4
2020-04-19	Sierra Leone	35	5
2020-04-20	Sierra Leone	43	8
